Category,Name,Address,Place_ID,Latitude,Longitude,Rating,Total_Ratings,Phone,Intl_Phone,Website
Hospital,SKS Hospital,"959, 53rd Street, TVS Colony, Anna Nagar West Extension, Chennai",ChIJ-aPX-QdkUjoR7ifMkMRlMmk,13.0896865,80.18771749999999,2.9,97,,,
Hospital,M V Diabetes Clinic,"opp. Adyar, Sreela Terrace.105, 3rd Floor, 1st Main Road, opp. Adyar, Flyover, Gandhi Nagar, Adyar, Chennai",ChIJ9QGai5NnUjoRxW0IRc8WAwA,13.0085814,80.2584856,4.7,97,044 2442 5213,+91 44 2442 5213,http://www.mvdiabetes.com/
Hospital,Beeaar Hospitality Services,"363W+XPC, 4th Street, Tirumurthy Nagar, Nungambakkam, Chennai",ChIJ8XgCsENmUjoRAZtz_asCFcg,13.0549288,80.2467692,5,1,,,
Hospital,Sakthi's Health and Research Foundation,"26, Main Road, Kumaran Colony, Vadapalani, Chennai",ChIJLx7oIzfzqjsRyp8J1nefWAE,13.053721,80.207781,5,1,090929 15154,+91 90929 15154,http://www.santhoshselvam.in/
Hospital,Lakshmi Hospital,"No. 85, Brick Kiln Road, Otteri, Purasaiwakkam, Chennai",ChIJzYUj59xlUjoR0uBTLUNLrcE,13.091235,80.251232,,,,,
Hospital,Sri Sugam Physiotherapy Institute Private Limited,"No: 11/21, Vijayalakshmi Street, Mahalingapuram, Nungambakkam, Chennai",ChIJK3KnSV5mUjoRZTAUO-U2ezA,13.0578238,80.2328259,4.8,348,044 4306 6659,+91 44 4306 6659,http://www.srisugam.com/
Hospital,Police Hospital,"37F5+QQ5, Police Commisioners Road, Egmore, Chennai",ChIJvwSlIwxmUjoRD1NFaseYySU,13.0743959,80.259481,4.2,29,,,
Fire Station,Kilpauk Fire Station,"36HV+6F2, EVR Road, Chetpet, Chennai",ChIJF_xOeXdmUjoRcWJLcdBQj0Q,13.0780247,80.2436456,4.2,13,,,
Fire Station,Voc Fire Station,"S.M.Nagar, East Ave, Main road, Block H3 & H4, Mahakavi Bharathiyar Nagar East, Vyasarpadi, Chennai",ChIJV1ChqpxlUjoR39_UzZIhJ2Q,13.1228833,80.2657498,4.2,16,,,
Fire Station,Teynampet Fire Station,"26XX+2J4, Anna Salai, Chokkalingam Nagar, Teynampet, Chennai",ChIJESHNBkZmUjoR5ia2_tQ0n0Y,13.047512,80.2490746,4.5,23,094450 86048,+91 94450 86048,
Fire Station,Vyasarpadi Fire Station,"4774+F53, Melpatti Ponnappa Street, Sriram Nagar, Vyasarpadi, Chennai",ChIJ4Tj_xZdlUjoR3xVGb7gi3XE,13.1136322,80.2554143,4.3,24,,,
Fire Station,JJ Nagar Fire Rescue Service,"35PP+5WV, J.J. Nagar, Mogappair, Seethakathi Salai, J J Nagar, Mogappair East, Chennai",ChIJN9QYWAdkUjoRKTykO_0Cu9g,13.0854873,80.187297,4.3,6,,,
Fire Station,Villivakkam Fire Station,"93/9, 4th Main Road, Sidco Nagar, Villivakkam, Chennai",ChIJQfaXrW1kUjoR39G1JEvL0Yk,13.1061214,80.20117599999999,4.8,16,044 2617 4718,+91 44 2617 4718,
Fire Station,Fire Stream World Wide inc..,"No 39, Ganesh Enclave, Gopalapuram 1st Street, Kanakasri Nagar, Gopalapuram, Chennai",ChIJNQ7xnTdmUjoRq72y8hsneNk,13.0464175,80.2572513,5,1,,,
Fire Station,Triplicane Fire and Rescue Sevices Station,"378F+X6H, Wallahjah Road, Anna Salai, Triplicane, Chennai",ChIJUdf8WhxmUjoR95ElPpWUDKQ,13.067446,80.2731076,4.6,5,,,
Fire Station,Tamilnadu Fire And Rescue Services,"3796+CG9, Marshalls Road, Egmore, Chennai",ChIJEc5UkBFmUjoR1h4F9_By5QA,13.0685429,80.2613502,4.8,22,,,https://www.tnfrs.tn.gov.in/
Fire Station,Fire Service Station,"474H+76X, Basin Bridge Road, Basin Bridge, Kathibada, Old Washermanpet, Chennai",ChIJS3_WDGBvUjoRtnO7xtAwY0E,13.1057442,80.27810410000001,4.4,5,073050 96045,+91 73050 96045,https://www.tnfrs.tn.gov.in/about-us/station-list/
Fire Station,Fire & Rescue Station-Chennai Port.,"Spring Heaven 600001, Kamarajar Salai Road, Chennai Port Trust, Chennai",ChIJpeBvY0ZvUjoR_LfZHAqrpW4,13.0969773,80.2942782,4.7,3,,,
Fire Station,Tondairpet Fire Station,"650, Thiruvottiyur High Road, Old Washermanpet, Chennai",ChIJseapBHpvUjoR5OyUFVqNmQ8,13.1223727,80.2873906,5,7,,,
Fire Station,koyambedu Fire and Rescue service station,"Koyambedu Market A Road, Wholesale Market Complex, Koyambedu, Chennai",ChIJa-G-R65mUjoRSg4goWH-9V4,13.0695008,80.19514339999999,4.5,11,094450 86067,+91 94450 86067,
Fire Station,Velachery Fire Station,"Tiruvalluvar Street, Annai Indira Nagar, Annai Indira Nagar, Velachery, Chennai",ChIJFxSCvpxdUjoRNw25dVJ9zmU,12.9768023,80.22760459999999,4.4,18,,,
Fire Station,Frozen Fire Safety Equipments Private Limited,"No1/1, Spedford Hospital Road, Chozhapuram, Ambattur, Ambattur, Chennai",ChIJ8dcF061jUjoRV3B7fK51txI,13.1143491,80.1479526,,,087544 45044,+91 87544 45044,
Fire Station,thiruvadamaruthur fire station,"aditya hotel, Chennai",ChIJhYdjQv1lUjoR4DOemGvcan4,13.0828943,80.2669475,2.7,6,,,
Fire Station,Asian Fire Equipments And Systems,"No. 109, Vepery High Road, Periamet, Vepery, Chennai",ChIJfUA1o-NlUjoROl3LxO3F4lU,13.0854677,80.26588890000001,1,1,044 2641 1370,+91 44 2641 1370,
Fire Station,farmer,"37QH+4CC, govtschool nochiodaipatti",ChIJh0QHMRxvUjoRXvIoDvqgEXE,13.0878,80.2785,,,,,
Fire Station,Esplanade Fire and rescue service North Chennai,"37PP+64J, Parrys, George Town, Chennai",ChIJ9d1cnEtvUjoRKr-s7U1gmm0,13.0855812,80.2852779,5,4,044 2534 1101,+91 44 2534 1101,https://www.tnfrs.tn.gov.in/about-us/station-list/northern-region/
Fire Station,"Esplanade Fire and Rescue Station, Highcourt","High Court Buildings, High Court Road, Parrys, George Town, Chennai",ChIJBQ_AGRBvUjoRMw6aA1G7J_4,13.0867011,80.2857635,5,6,,,
Fire Station,Secretariat Fire and rescue Service station,"37HP+GF9, Fire And rescue station St .George fort Secretariat",ChIJ-7SHAZBpUjoRbmg8GNZwwQ4,13.0787752,80.2862261,,,,,
Fire Station,Basin Bridge Fire And Rescue Services,"19/10, Wall Tax Road, Kondithope, George Town, Chennai",ChIJZUKAB_VlUjoRtfRlp8EeJ5E,13.1022391,80.2744757,5,1,,,
Fire Station,Washermanpet Firestation,"KONDITHOPE-POLICE QUARTERS, चेन्नई - थिरुत्तानी - रेनिगुनता हाईवे, Tansi, George Town, Chennai",ChIJ8dNXAQdlUjoRVJVM-1IQuDM,13.1024241,80.274565,,,,,
Fire Station,VOC Road Fire Station,"111/8, Wall Tax Road, Kondithope, George Town, Chennai",ChIJASiBA_VlUjoRLrJkHNrEjsI,13.1027178,80.2743133,,,,,
Fire Station,Fire and rescue service merina,"119/1, Dr. Besant Road, Icehouse, Royapettah, Salegramam, Triplicane, Chennai",ChIJZXJevDJnUjoRH4WKb0PYD6U,13.0525269,80.2745834,4.3,3,,,
Fire Station,Marina rescue station,"373G+246, Triplicane High Road, Ice House, Triplicane, Chennai",ChIJdXLl9OxnUjoRqfG-QbXDeDI,13.0525403,80.27525059999999,5,1,044 2844 2101,+91 44 2844 2101,
Fire Station,VIGNESH VICKY,"4788+WM2, Sathiamurthy Nagar, Vyasarpadi, Chennai",ChIJM7OvHABlUjoRrMDZwlPbJuc,13.1172509,80.26662979999999,,,,,
Fire Station,Royapuram fire and rescue station,"477W+8GX, Panaimarathotti, Pudumanaikuppam, Royapuram, Chennai",ChIJ-Q6_kt5vUjoRGOKW93Qxrpk,13.1133601,80.2963471,5,4,,,https://www.tnfrs.tn.gov.in/about-us/station-list/
Fire Station,Mylapore Fire Station,"27VH+742, Kailasapuram, Mylapore, Chennai",ChIJq63tGYJoUjoR0XhTq0T2fvc,13.043142,80.2777689,3.8,6,094450 86047,+91 94450 86047,https://www.tnfrs.tn.gov.in/
Fire Station,Korukkupet Fire Station,"Ennore High Road, Korukkupet Washermanpet, 15, Kamaraj Street, Moopanar Nagar, Meenambal Nagar, Korukkupet, Old Washermanpet, Chennai",ChIJqQrxhodlUjoRBwap_ztAc8s,13.1262108,80.2723274,4.6,11,044 2554 4662,+91 44 2554 4662,
Fire Station,Guru illam,"45/21, 1st Street, M.G.R.NAGAR, B Block, Annai Sathya Nagar, Selaivayal, Chennai",ChIJISP3GgBlUjoRzIY53fOuZNE,13.1264716,80.2720725,5,1,,,http://www.gurufinance.co.in/
Fire Station,Sembium Fire Station,"46CQ+CC3, Madurai Swamy Madam Street, Sembiyam, Perambur",ChIJDQxVTKllUjoRAGsluHMwiWU,13.1210051,80.23853609999999,4.4,14,,,
Fire Station,Simpson fire service,"Unnamed Road, 600110, Huzur Garden, Sembiyam, Perambur, Chennai",ChIJi1OApeVlUjoRYBZl8HQwZDA,13.1250953,80.2379701,,,,,
Fire Station,T.NAGAR FIRE AND RESCUE STATION,"No:73, New No:108, near panagal park, Old, Sir Thyagaraya Road, Pondy Bazaar, T. Nagar, Chennai",ChIJa1SvQgBnUjoRpC8IFhHIMTE,13.0412631,80.235063,5,1,,,https://www.tnfrs.tn.gov.in/
Fire Station,ICF FIRE STATION,"36X6+85W, Lakshmipuram, Anna Nagar, Chennai",ChIJacXtFNZlUjoRmN5pymV4grg,13.0983546,80.2104674,5,1,,,
Fire Station,kolathur fire station,"Venkataraman Road, Periyar Nagar West, Moorathi Nagar, Perambur, Chennai",ChIJSxzEYwBlUjoRjtC952cyFUY,13.1171493,80.21922099999999,5,8,,,
Fire Station,"Fire & Rescue service station, Saidapet","26HQ+Q24, Y.M.C.A College of Physical Education, Nandanam, Chennai",ChIJpZLO-YNnUjoRyNiHde85cFw,13.0293751,80.2375739,4.4,5,,,
Fire Station,VALIANT FIRE SAFETY,"43, 15, Aryagowda Road, West Mambalam, Chennai",ChIJISqAtfxmUjoRmAkqsTrCr5k,13.0408087,80.22162500000002,4.9,50,093446 43289,+91 93446 43289,http://www.valiantfire.com/
Fire Station,Saferzone fire safety equipments,"No.1, Sector 1, Ashok Nagar, Chennai",ChIJH_odyepnUjoRHM64GV0RJq4,13.045857,80.214468,5,8,,,
Fire Station,Ashok Nagar Fire and Rescue Station,"26P6+2HR, Ashok Pillar Main Road, K. K. Nagar, Chennai",ChIJK2xuTQBnUjoR6QFPILxbLAA,13.0351043,80.2113866,,,,,https://www.tnfrs.tn.gov.in/
Fire Station,Fire Station Madhavaram,"Madhavaram fire station (Old, Madhavaram Milk Colony M2 Police Station, building, MMC Aavin Quarters, Madhavaram Milk Colony, Chennai",ChIJFeYL9v9lUjoRhiVgB8IscqY,13.1550236,80.2412105,4.2,5,,,
Fire Station,Manali Fire Station,"5767+XCV, Kamaraj Salai, Vimlapuram, Chinnasekkadu, Manali",ChIJR3sy7U9lUjoRf_b3q6_aEA4,13.1624801,80.26355649999999,4.5,12,,,
Fire Station,HI-EXCELLANCY FIRE PREVENTION AND RESCUE OPERATION TRAINING,"No.4 &6, 2nd Floor, Times Cornor Building,, 84 George Reddy Road, Egmore, Chennai., Chennai",ChIJv___g8lmUjoRhYbW9ee9JQ4,13.0539333,80.1934891,,,094421 16101,+91 94421 16101,
Fire Station,Tiruvottiyur Fire Service,"5843+GR6, Ennore Express Road, Sathiyamoorthy Nagar, Tiruvottiyur, Chennai",ChIJH1nHS8FvUjoRO7p9LE3qW9M,13.1562884,80.3045203,4.7,7,,,
Fire Station,Mogappair Fire Station,"35PP+5WV, 1st Main Road, Mugappair East, J J Nagar, Anna Nagar, Chennai",ChIJ6QB0qPhjUjoRKIK0b7nyHNc,13.0854873,80.187297,4.9,10,044 2656 3629,+91 44 2656 3629,
Fire Station,Guindy Fire Station,"2677+24Q, Alandur Road, SIDCO Industrial Estate, Guindy, Chennai",ChIJl_bAHBVnUjoR-v0XwBz0zaM,13.0125852,80.2128616,4.3,13,,,
Fire Station,Tamil Nadu Fire Station & Rescue Operation,"X7P5+9W5, East Coast Road, Lalitha Nagar, Thiruvanmiyur, Chennai",ChIJbzK7s15dUjoREQT8QYiJGAY,12.985883,80.2598575,5,5,044 2449 9123,+91 44 2449 9123,
Fire Station,Thiruvanmiyur Fire Station,"near Marundeeswarar Temple, Shop No. 2, East Coast Road, near Marundeeswarar Temple, Lalitha Nagar, Thiruvanmiyur, Chennai",ChIJTTFkrF5dUjoRDA8NDTNb7ig,12.9853432,80.25980469999999,4.2,5,044 2440 1213,+91 44 2440 1213,
Fire Station,Ambattur Estate Fire Station,"35W7+5P4, 1st Cross Road, Sai Nagar, Anna Nagar, Chennai",ChIJxaum9sFjUjoR6mJXBknxAbY,13.0953765,80.16433339999999,4.4,18,044 2625 1601,+91 44 2625 1601,
Fire Station,Virugambakkam Fire Station,"25MF+XCF, Kambar Street, Senthil Nagar, Ramapuram, Chennai",ChIJjyK_pydhUjoReF8JYqEnlmQ,13.034927,80.1735578,5,11,044 2476 9101,+91 44 2476 9101,
Fire Station,IBC BOYS GAMING,"48A, 3RD, Indian Bank Colony, Chennai",ChIJ3-WuohJjUjoRqagObqmTu_8,13.1157386,80.16254459999999,,,,,
Fire Station,DLF Fire Station,"25FF+463, Unnamed Road, Manapakkam, Chennai",ChIJSzBrIttgUjoRbWpM-Rn2UIE,13.0227612,80.173054,4.4,7,,,
Fire Station,GOPIKA FIRE SAFETY ENGINEORS,"1/160 Kamala Nagar Main St, Kamala Nagar, ESHWARAN KOVIL ST , MUGALIVAKKAM, Porur, Chennai",ChIJlfc8QZ9hUjoR_DXoVNFenHI,13.0199686,80.1651826,,,,,https://gopikafiresafetyengineers.lyzoo.co.in/
Fire Station,Ennore Fire Station,"Thermal Power Station Compound, Kathivakkam High School Road, Ennore",ChIJC_AK3DdwUjoR1_b8T3FzW5s,13.1968432,80.3115424,4.8,11,044 2575 0633,+91 44 2575 0633,
Pharmacy,SKS Veterinary Hospital,"Shop No.198A, Dev Apartments, opp. Luz Church Road, basement, Saint Marys Road, Abiramapuram, Chennai",ChIJ1VSnE8lnUjoR8J8EV2rG49M,13.0291303,80.258568,4.4,1533,044 4210 8159,+91 44 4210 8159,http://www.skspethospital.com/
Pharmacy,ESI Dispensary - Triplicane,"ESIC Building, 1, Sunkuwar Street, Triplicane, Chennai",ChIJ-ewyP5xoUjoRuWxSFg8WaC0,13.0426287,80.2732144,3.1,34,044 2844 7066,+91 44 2844 7066,http://www.esichennai.org
Pharmacy,MedPlus Ayyanavaram-Muthumman Koil,"Old No 9/1, New No 27, Muthuamman Koil Street, Ayyanavaram, Chennai",ChIJ6yCHd8tlUjoRxL5FJvcakaQ,13.0952639,80.22667249999999,2.3,18,099621 01959,+91 99621 01959,https://www.medplusmart.com/
Pharmacy,மெட்பிளஸ்,India,ChIJK6or69RlUjoR5w7ZDofdFVw,13.0849553,80.2337651,2.8,5,,,
Pharmacy,Kottakkal Arya Vaidya Sala Authorised Dealer,"opposite Federal Bank, 66, Royapettah High Road, Mylapore, Chennai",ChIJZ79e1S1mUjoR4w2eVKJNtD0,13.042167,80.26830199999999,4.8,81,087544 22566,+91 87544 22566,
Pharmacy,DINAKARAN MEDICALS,"44, 1, Madhavaram High Road, Perambur, Chennai",ChIJe005frplUjoRu4be0oSl9Ho,13.119997,80.24271759999999,4.7,6,098407 63203,+91 98407 63203,
Pharmacy,Win - Medicare,"Shop No. 7/9, Doctor Guruswamy Bridge, Chetpet, Chennai",ChIJB-HTVXpmUjoRSkwBz0RZXGc,13.0707597,80.2414604,4,1,044 2836 3289,+91 44 2836 3289,
Pharmacy,Kottakkal Arya Vaidya Sala Agency Anna Nagar,"C 47, Shop no7, AnnaNagar Plaza Basement, 2nd Avenue, Ranna Nagar West, Anna Nagar, Chennai",ChIJKTnjQiFkUjoR4NTgYCRKwuo,13.0850745,80.2142223,4.1,41,,,
Pharmacy,Raiyan Industrial,"27PF+G84, Powder Mill 1st Street, Mylapore, Chennai",ChIJi68ZnI5jUjoRVomCAESJ7T4,13.036266,80.2733429,,,098400 97729,+91 98400 97729,
Pharmacy,MedPlus Perambur Barracks Road Pharmacy & Lab,"No 145, New No 60, Old, Perambur Barracks Road, Choolai, Chennai",ChIJmXA18-ZlUjoRgCWkumj0Egc,13.0929953,80.2584425,3.6,19,073583 89497,+91 73583 89497,https://www.medplusmart.com/
Pharmacy,R.R Pharmacy,"105, 1st Main Road, Block I, Annanagar East, Chennai",ChIJd3_SPClkUjoRcmTXPdyuuAM,13.0848894,80.2244329,3.5,16,098414 02555,+91 98414 02555,
Pharmacy,Madhav Diabetes Centre,"AA2, 2nd Avenue, Anna Nagar, Chennai",ChIJwUfqiyZkUjoR47mF7hcigpA,13.0844537,80.21743359999999,4.8,470,095000 42798,+91 95000 42798,https://www.madhavdiabetescentre.com/
Pharmacy,Apollo Pharmacy Saligramam,"24, Arunachalam Road, Kumaran Colony, Vadapalani, Chennai",ChIJ7yaXysZmUjoRiRnLq1rrPBg,13.0526468,80.20414439999999,3.5,69,079 4929 1938,+91 79 4929 1938,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy
Pharmacy,Apollo Pharmacy Kotturpuram -Ii,"No 23, 9, Ponniamman Koil Street, Kotturpuram, Chennai",ChIJh0VTDQ9nUjoRL9jCg_lJulo,13.0168054,80.2432638,2.8,51,079 4929 1847,+91 79 4929 1847,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy
Pharmacy,Sugam Medicals,"No.7/1,Rajamannar Salai,, K.K.Nagar,, Chennai",ChIJAUHXn9pmUjoRHG_kpW-zr-4,13.043682,80.19868199999999,3,2,044 2366 3548,+91 44 2366 3548,http://www.sugammedicals.com
Pharmacy,Apollo Pharmacy Mmda Colony,"136, Vinayagapuram Main Road, MMDA Colony, Chennai",ChIJcRPEgpZmUjoR9fx1oAsyoXY,13.0629404,80.21319179999999,3.8,24,079 4929 1925,+91 79 4929 1925,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy
Pharmacy,Acho Pharma Lab,"137, Rasappa Chetty Street, Park Town, Park Town, Chennai",ChIJq88kZ_9lUjoR5wCU4ExzCjk,13.0864318,80.2762755,,,044 2535 2180,+91 44 2535 2180,
Pharmacy,Jaya Medicals,"51, Aryagowda Road, West Mambalam, Chennai",ChIJae1hsfxmUjoRAQIhopV2rBI,13.0395581,80.22136900000001,4.1,47,098400 45846,+91 98400 45846,
Pharmacy,Madras Pharma,"137-B, Mahabaiprm Road, Karappakicam, Karappakicam, Chennai",ChIJ_-xPNWJcUjoRu0-4ZmG8aac,13.0603855,80.249513,4.8,5,044 2492 5421,+91 44 2492 5421,http://www.madraspharma.com/
Pharmacy,Meeta's Homeopathy Clinic,"ground floor, 17, Perumal Koil Street, Amaravathi Nagar, Arumbakkam, Chennai",ChIJU0kIR59mUjoRQQwd6oYKcSQ,13.0762566,80.2098001,4.8,144,044 4285 9582,+91 44 4285 9582,https://www.drmeeta.com/
Pharmacy,"Muthu Pharmacy - Tana Street, Purasaiwakkam","77, Tana Street, Purasaiwakkam, Chennai",ChIJfUA1o-NlUjoRMlhJspXd_ts,13.0885253,80.2546733,4.6,56,089254 13854,+91 89254 13854,http://www.muthupharmacy.com/
Pharmacy,Ganesh Medical,"23/1, 1st Street, Tirumurthy Nagar, Nungambakkam, Chennai",ChIJNy0nMFxmUjoR9RGYOg84eYU,13.0556509,80.2474568,3.5,8,044 4231 7740,+91 44 4231 7740,
Pharmacy,Kandan Medicals,"Number 1, Foxen Street, Perambur, Chennai",ChIJDSdP4rNlUjoR138hCY0vp1s,13.111745,80.237825,3,4,099405 17971,+91 99405 17971,
Pharmacy,MedPlus Mylapore-Mandaveli St,"No 3, Old No 28/2/29/1, New No 68, 69/1, Mandaveli Street, Mylapore, Chennai",ChIJ9SeRldFnUjoRnnz1oWJ-b5I,13.0294032,80.2672955,2.6,8,089258 22097,+91 89258 22097,https://www.medplusmart.com/
Pharmacy,SK Health Shop,"2, Devanathan Street, Mandaveli, Chennai",ChIJGR0_2s5nUjoRF-YcqQL_0UA,13.0269875,80.2635159,,,044 4265 8325,+91 44 4265 8325,
Pharmacy,Medinova Healthcare,"near Ganesh Plaza, 129, Nyniappa Naicken Street, Park Town, Chennai",ChIJ33S35VBvUjoR5YkjyPKCtIQ,13.0882042,80.2792863,,,044 2533 1103,+91 44 2533 1103,
Pharmacy,Muthu Pharmacy - Royapettah,"228, Royapettah High Road, Royapettah, Chennai",ChIJKWzXSD1mUjoR5aL8mCXYbc0,13.0473998,80.26615439999999,4.5,22,089254 13848,+91 89254 13848,http://www.muthupharmacy.com/
Pharmacy,Vasan Medicals,"1, Kuppumuthu Mudali Street, Triplicane, Triplicane, Chennai",ChIJG7fYTCBmUjoRnvShQ_rYI3Q,13.057533,80.27400899999999,5,1,044 2854 6305,+91 44 2854 6305,
Pharmacy,Tamil Nadu Medicals,"8/36, New Boag Road, T Nagar, CIT Nagar, Saidapet, Chennai",ChIJSTsLTgFnUjoRUfwtWaVuZ1o,13.0305278,80.2279271,4.4,10,044 2436 0192,+91 44 2436 0192,
Pharmacy,Texas Medical Systems,"43, 19, Aziz Mulk 1st Street, Thousand Lights West, Thousand Lights, Chennai",ChIJ_0MKg0BmUjoRxo7mtBmjEFU,13.0552098,80.2539532,5,2,044 2829 2487,+91 44 2829 2487,
Pharmacy,Way4HealthCare,"54/29, Gangai Amman Koil Street, Athreya Puram, Choolaimedu, Chennai",ChIJZ9DJvItmUjoRPCOYDWirXRU,13.061345,80.228208,,,098847 94493,+91 98847 94493,
Pharmacy,Muthu Pharmacy - Casa Major Road - Egmore,"No. 46, Anand Apartments, CASA Major Road, Egmore, Chennai",ChIJExy-pgRlUjoRxAdMXBAuf38,13.071865,80.2528189,4.7,58,089254 13828,+91 89254 13828,http://www.muthupharmacy.in/
Pharmacy,Divya Pharma,"16, Second Main Road, Vengeeswarar Nagar, Vadapalani, Chennai",ChIJVyPULO9mUjoRIJgXqpYwVoI,13.0480285,80.2156394,5,1,044 2480 3717,+91 44 2480 3717,
Pharmacy,Cura Medical Equipments Pvt Ltd,"42, Montieth Road, Egmore, Egmore, Chennai",ChIJwVFw3XBmUjoR9jw-F6G-J1A,13.0741299,80.2455164,,,044 2859 2299,+91 44 2859 2299,
Pharmacy,Thulasi Pharmacies India Pvt Ltd,"Shop NO3, opp. to TNSC bank, NO:47/12, Konnur High Road, Ayanavaram, Chennai",ChIJec9Zrc5lUjoREEmXMU0JdTQ,13.0976102,80.2419426,4.9,1759,098439 77703,+91 98439 77703,http://www.thulasipharmacy.com/
Pharmacy,Dabba Chetty Shop,"9, North Mada Street, Mylapore, Chennai",ChIJ5wEI-9RnUjoRP8kdxAVVq5Q,13.0339903,80.2707813,4.5,489,098844 15616,+91 98844 15616,
Pharmacy,Tamilnadu Medicals & Generals,"270, 7, Avvai Shanmugham Salai, Royapettah, Chennai",ChIJpZSUpjpmUjoR3vnN-rmH01A,13.047988,80.26234,,,044 2813 1921,+91 44 2813 1921,
Pharmacy,DOCTORS PHARMACY,"opp. to LIFE LINE HOSPITAL, 80, New Avadi Road, Kilpauk, Chennai",ChIJgyQ7gtRlUjoRZ27IHq-5p68,13.0784823,80.233409,3.5,14,044 4285 8050,+91 44 4285 8050,
Pharmacy,Apollo Pharmacy Tiru Vi Ka Nagar SRP Koil Street,"near New Star Mobiles, 52, Kannabiran Kovil Street, Tiru Vi Ka Nagar, Perambur, Chennai",ChIJlcZPtKxlUjoRf37_nwTM8sU,13.1185344,80.23188449999999,2.5,20,080 4101 9745,+91 80 4101 9745,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy
Pharmacy,Vip walks,"nedum pathi, opposite Apollo pharmacy, No.11/2, Athreyapuram Main Road, Chennai",ChIJvf5KhI1mUjoRhI9Uc91CQFY,13.0608694,80.22140259999999,3.6,25,044 2361 1619,+91 44 2361 1619,https://www.apollopharmacy.in/
Pharmacy,Apollo pharmacy,"33, Mookathal Street, Perumalpet, Purasaiwakkam, Chennai",ChIJO80bMOdlUjoRnuX_Kbet93M,13.0872732,80.25688939999999,1.8,4,099404 91049,+91 99404 91049,http://www.apollopharmacy.in/
Pharmacy,MedPlus Triplicane High Rd,"No 133, Shop, Old No 77, New, No 3, Triplicane High Road, Triplicane, Chennai",ChIJ_6wdmR9mUjoRlksPmKar3Ts,13.0606173,80.2744362,2.8,29,044 4207 5369,+91 44 4207 5369,https://www.medplusmart.com/
Pharmacy,VINAY MEDICALS,"Shop No A1/2, New No Facing Kandasamy Salai,, 28, Venkatesan Salai, Periyar Nagar West, Kolathur, Chennai",ChIJMxcAsk9kUjoRIcHM4uoCLTk,13.1122918,80.2235809,4.2,6,097907 42357,+91 97907 42357,
Pharmacy,Apollo Pharmacy Nungambakkam 2,"No.3, 1, Krishnamma Road, Tirumurthy Nagar, Nungambakkam, Chennai",ChIJraRcy2lmUjoRSdC5Y0Y1dr0,13.0595579,80.2461854,3.4,40,079 4929 1573,+91 79 4929 1573,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy
Pharmacy,Sree Balaji Medicals,"101/4, Rangarajapuram Main Road, Kodambakkam, Kodambakkam, Chennai",ChIJCRJD7_FmUjoRR-OIXGl7I1g,13.0521051,80.21919989999999,,,044 2480 0244,+91 44 2480 0244,
Pharmacy,MedPlus Nungambakkam-North Mada Street Pharmacy & Lab,"No 11, New No 35, Old, 2, North Mada Street, Nungambakkam, Chennai",ChIJtYZBrGdmUjoRWj3SNE0WZz4,13.0604433,80.24101999999999,3.2,42,044 4213 9428,+91 44 4213 9428,https://www.medplusmart.com/storelocator
Pharmacy,Eswar Medicals,"behind Sangam cinema's, 50, Flowers Road, Kilpauk, Chennai",ChIJW0NT7HVmUjoRty1AlgaTj6c,13.0793951,80.2501648,4.7,26,098840 30959,+91 98840 30959,https://medical-store.in/eswarm75
Pharmacy,Muthu Pharmacy - Jawahar Nagar,"Old No:35, New No:28, 1st Main Road, Jawahar Nagar, Perambur, Chennai",ChIJ-SseCU1kUjoREw0pw9qptYA,13.1128583,80.2296164,4.7,31,089254 13882,+91 89254 13882,http://www.muthupharmacy.com/
Pharmacy,Muthu Pharmacy - Moolakadai,"No.46, Madhavaram High Road, Moolakadai, Kodungaiyur, Chennai",ChIJTfAMjgdlUjoRBsN5me5muvg,13.1274371,80.2414636,4.2,46,089254 13839,+91 89254 13839,http://www.muthupharmacy.com/
Pharmacy,Sundaram Medicals,"93/1, Natesan Street, T Nagar, T. Nagar, Chennai",ChIJg9F7Sv5mUjoRZ_hN3QVGvGI,13.035331,80.22986100000001,,,044 2434 6045,+91 44 2434 6045,
Pharmacy,Supermed Pharmacy Ltd,"Jamal Sonu Terrace, Ground Floor, 42-Loganathan Nagar 1st Street, Jawaharlal Nehru Salai, Choolaimedu, Chennai",ChIJPzryNG1nUjoRST2miuKCdg4,13.0599835,80.21171059999999,4,6,044 4287 4653,+91 44 4287 4653,
Pharmacy,Sri Krishna Pharmacy,"995-p, 12th Main Road, Anna Nagar Anna Nagar, 12th Main Road, Anna Nagar, Block 5, Anna Nagar, Chennai",ChIJ__D6BdUjoRg2NKDYBfkqw,13.082059,80.1850413,,,044 2616 1298,+91 44 2616 1298,
